30000 60000
3553 4952 35
6271 4373 55
2966 6490 97
28937 11018 39
15750 13540 97
24240 16572 94
19438 11423 54
16511 11014 29
18531 27498 49
29957 13712 84
18117 21202 15
13127 14559 46
22543 6882 100
25017 3044 89
26826 29625 17
22865 17773 23
10245 27135 94
29271 26996 45
5739 2737 48
24459 18157 99
23217 23969 23
23931 4005 62
6805 22543 35
18676 9433 81
15798 3121 12
17736 13324 89
19456 26142 83
1601 29377 41
25957 4817 85
4742 22624 84
15235 26332 10
4497 15052 40
2332 28511 17
14045 14080 55
904 7862 63
28620 13105 55
22105 22687 69
21896 7523 42
14089 28911 96
10763 16057 50
26277 9767 24
8556 19157 99
10811 20437 60
4345 1951 30
1815 18206 77
29220 25671 55
23962 11086 35
12649 1013 47
28052 958 25
20363 6143 86
18137 23830 74
27076 19016 49
11970 17068 31
28655 6123 46
13903 2849 61
24829 23491 40
18555 14176 36
3933 18370 64
23187 12075 69
8007 18715 76
2298 15446 14
4510 2538 23
10079 25381 31
14214 20964 78
1225 14223 63
22240 17626 87
21068 14400 98
14001 16224 13
27226 22369 34
29587 2332 84
840 8343 87
24464 26442 29
15664 11332 65
6678 24834 30
12795 15277 76
24271 22356 80
25108 29563 25
22174 15056 83
25551 27432 48
19004 21239 10
23381 2770 16
13584 1003 20
20785 483 59
22749 23785 38
24696 7642 75
3292 26823 99
11995 20118 51
21618 13900 44
25796 13964 30
17189 16037 19
9863 18711 68
29800 4348 33
25268 18180 64
19466 6232 34
17123 10626 75
2760 13154 69
1733 19001 74
6681 18506 59
17858 5821 78
14910 22059 28
295 5361 79
26358 16809 35
28372 19991 80
3989 7299 42
16250 8974 21
11285 37 59
2567 1724 65
10409 4798 89
24481 26468 40
18840 17558 45
5729 2867 80
16033 21767 51
14474 29597 42
24327 6004 78
25051 15385 69
26531 13887 96
17020 2952 20
7434 6548 65
24761 27734 66
757 7075 46
23964 25327 25
8671 27865 49
22074 23578 73
3927 1719 36
1793 21677 88
4954 13173 36
21815 3380 86
16530 4434 80
19660 5027 19
17217 19327 34
25593 9050 54
9514 4630 59
8490 5223 30
1058 2922 86
19427 11239 85
24747 28629 69
490 10003 85
19498 16800 44
15156 25579 97
4144 23808 21
13082 1970 17
8368 28669 24
22794 8958 41
5736 29737 40
18064 20023 64
18439 28341 70
27902 25437 26
25961 2133 16
3564 23418 23
29567 23447 79
7667 19829 28
8139 12459 96
13063 24749 56
20577 20918 44
3738 4465 76
7208 26756 43
28527 3926 29
11749 24334 86
22480 16006 54
12160 20220 70
4376 27043 43
6659 11390 39
29451 4880 99
11293 18377 63
934 13345 95
24504 15932 81
17542 3774 79
24015 2282 76
25716 17212 76
4589 6769 79
18210 12874 56
8675 11305 93
1333 20734 83
29525 16292 63
28428 5730 89
678 10056 74
14707 17887 80
10620 6034 31
2771 4442 28
9655 13494 24
23519 5392 90
28214 12602 61
3031 6088 80
10308 17558 20
24590 29638 34
25915 23564 46
10180 12190 15
9664 27661 76
21724 28104 90
22337 6693 88
25586 9382 71
5125 6281 13
5165 5019 58
17321 28741 19
29304 16925 57
29277 3544 87
24121 2026 59
21108 6565 66
6196 28233 61
24980 2055 85
4481 23861 92
28108 1389 47
16115 9785 60
26533 27844 67
20334 5872 42
25037 16570 58
3649 4267 95
16949 14752 59
5905 11481 26
1550 28310 69
13369 13118 49
5902 2767 82
8546 25606 46
6133 2476 31
2240 20477 14
5752 9710 35
29478 9584 61
2620 25425 44
15791 27899 80
5256 21474 33
15078 24398 27
6296 13463 79
2301 13849 21
21361 26531 54
6735 12574 95
24420 17957 94
20895 23366 23
21802 12614 25
13412 3332 98
20954 17020 93
29796 8020 65
24122 12361 60
7643 16185 26
8196 18511 94
23821 1877 69
20144 6749 50
6959 14076 72
11830 14724 13
25431 8063 38
3207 13950 83
14530 9266 55
1419 25728 22
9843 6656 27
21228 29096 10
2781 1428 68
18276 27797 62
21196 23324 39
10802 27194 26
13644 22891 58
26004 17702 48
29132 6103 77
23035 12734 41
9480 15914 89
16814 9603 76
9419 6940 78
7253 28531 74
27486 7108 95
9170 8891 53
9754 14411 57
12263 15161 71
14198 269 65
18188 5484 91
4859 28831 16
5794 2855 66
20600 9293 92
15851 11225 58
28327 10483 52
20236 4956 64
2050 17837 58
12805 11690 38
9234 17983 46
14631 13416 29
26725 19514 84
7728 11434 80
29985 24448 73
26255 14006 100
24030 25838 62
24512 25531 37
24624 2737 67
6556 26215 31
22012 17100 57
25828 12809 64
13415 3632 93
26052 22371 85
11877 21043 11
11219 11710 100
28998 15981 39
16529 7685 21
17425 25397 25
274 26810 53
1785 9263 72
22845 24842 21
27752 9797 74
846 27961 58
23265 22120 11
28824 18156 90
20059 11186 26
19039 28805 54
17165 16263 44
10128 6132 19
22937 19767 46
11655 12365 40
2711 5366 30
19648 6092 65
25526 20362 69
26800 7844 74
2212 11489 60
23114 16584 87
6076 9391 78
12966 17629 25
16382 7097 29
7052 13329 44
17769 26424 54
17441 19933 36
20450 20413 40
6869 21137 49
17589 8183 87
25920 7339 60
14395 7866 88
18996 27343 72
20254 11932 11
11138 27142 85
9218 10936 11
26895 5195 97
28580 24626 49
906 176 19
24976 27543 61
18910 29144 97
7098 22751 98
14892 10273 23
10086 17626 85
21141 1352 95
18068 14640 49
15467 481 59
1131 16885 63
17851 20026 51
11177 12402 46
17971 22219 77
17124 6689 20
24576 19301 41
16026 8508 87
6074 2558 82
24155 21283 73
11732 10282 34
19792 27357 61
20085 8818 92
14703 18064 96
129 27563 25
5273 29998 94
28735 340 99
27355 7180 12
22688 21575 83
511 6829 19
17332 28872 14
325 17649 20
13250 22049 13
16273 3969 23
10699 29296 27
20756 15530 27
759 23061 42
27325 21737 80
2757 22455 49
21730 8436 63
3437 15632 25
13096 17530 82
19893 13227 68
9213 4631 56
19609 8822 84
15951 20647 65
11468 1430 22
16699 732 39
11170 21435 20
23989 27543 77
3234 9311 26
3265 3178 23
10059 15003 55
29039 26402 51
27994 12478 59
29257 11287 47
20477 4695 73
22838 22001 37
23421 27419 78
7738 8326 28
20306 1540 91
17972 17016 100
2108 17482 86
13357 11087 68
27986 16196 95
18348 6075 58
14104 25180 63
27107 20405 47
27288 19723 61
13483 294 55
28921 824 10
19123 25807 32
21444 12430 18
16138 4475 34
14190 8950 71
1933 5099 41
932 8173 41
10076 12535 27
11289 1954 72
2954 6036 56
4080 9090 77
16669 16679 21
20865 4953 12
8069 16795 92
11611 324 23
5052 22684 32
4853 14889 20
4807 11599 42
9980 16900 81
1618 15580 67
6388 1061 92
8636 10181 31
14466 27478 50
5931 22022 97
5655 21834 13
17533 21084 42
1874 10295 93
12127 27724 89
14956 19243 58
28709 24174 95
29331 4916 84
22679 7311 14
475 24013 64
28315 1509 13
27041 4427 39
25217 20921 87
22467 17192 61
22368 7538 10
26396 5980 28
15567 15085 56
7152 10155 33
17062 2056 37
4623 6370 92
10748 14259 11
7808 21266 86
25662 13578 27
3953 1547 57
19346 17661 57
20185 25457 97
7174 14447 34
14 19688 60
16921 1573 72
11026 7467 38
13942 13960 44
27120 26478 66
25852 26268 100
28623 26501 55
8108 19074 54
12700 20884 95
5873 10493 36
26702 19218 73
3812 28968 15
18194 24260 60
25298 575 74
18372 888 25
27251 28029 29
23011 10821 13
16871 28693 72
21579 24614 20
14010 1679 97
15084 2846 86
28317 16559 26
16865 15601 93
24197 2872 88
4795 5410 12
24222 23508 88
1292 28129 73
20864 2263 65
15536 15788 45
17449 22180 23
11170 27541 21
25824 12261 38
1696 12305 94
9433 22512 44
15978 23922 12
8874 16754 11
11877 7370 30
12089 1027 40
20457 12866 43
15888 10451 67
20139 21807 28
26427 15405 52
6205 25608 64
3079 25086 85
17147 27832 47
21777 17532 18
5213 4960 46
10553 5358 88
16582 24757 20
14184 3802 73
13634 1710 14
25602 16076 90
22697 1339 99
27094 22617 38
437 8180 72
22358 21934 31
1391 13790 67
25538 18783 80
8358 23694 74
10170 24429 60
6901 12604 99
24589 11923 61
8501 5714 44
29714 26058 75
3879 18350 42
860 3369 48
14361 18364 56
25902 18387 70
12825 25038 59
12191 17911 45
3929 21821 64
19943 14108 64
24669 20470 89
13437 10792 74
25862 11852 71
19914 23094 39
22317 7513 100
8751 13118 25
1071 20338 39
7873 13743 57
1597 7919 94
29762 25772 14
23517 1794 20
27899 17277 18
16072 29327 68
14950 27792 10
12154 338 17
13874 15894 24
23011 3263 34
1437 10167 32
13708 11318 98
8433 10475 94
20210 17986 10
24631 5379 81
8284 2134 22
28937 23071 22
29004 8286 22
19427 6655 67
12038 3780 63
22037 9163 36
9338 24893 95
3791 15002 64
4261 5198 46
23433 13392 68
468 10906 62
3845 18406 67
1635 29414 61
2429 26340 28
15716 7726 66
14691 10215 94
19013 22395 58
23401 2825 27
27837 3085 97
18245 27083 63
1401 8234 16
10028 5622 95
7301 13665 51
9128 21558 25
12491 29068 46
2750 17049 71
13364 20073 63
24844 4002 36
18810 29467 40
22168 21765 40
26136 12746 53
21034 11913 10
3672 20214 68
6246 16255 69
29939 17294 96
4874 27038 49
6736 4017 46
27292 14021 20
18807 23600 62
510 28034 20
10319 2606 10
1551 16042 65
15058 11503 70
24937 22164 67
22952 12374 95
24049 26705 21
371 26565 46
25090 12959 73
2926 11905 87
15543 27368 45
8158 2709 16
13763 24149 15
28213 25196 54
25399 10450 56
19982 21460 48
19369 18918 60
846 22118 81
19696 6737 33
20170 18286 55
17327 9364 86
10479 19307 94
5929 26426 36
20263 19695 26
16313 24152 63
1189 5561 38
13946 889 19
9807 20104 58
18305 2840 42
10523 4386 99
7941 4392 79
23961 17519 65
13808 994 60
28755 24283 73
18601 19644 13
3876 29391 39
20188 15008 27
27233 19776 84
220 51 61
14059 9112 97
7934 1030 18
19077 17162 28
2453 16600 67
84 7028 90
27415 29707 90
55 2920 78
12849 1092 38
11049 28756 55
3861 2633 64
25866 20068 50
22632 16743 68
24739 24697 30
4797 10875 18
21814 13301 53
5842 23635 31
28496 8980 99
5207 13631 92
22774 4678 91
4718 10818 55
14964 27845 98
14263 19236 44
2564 6506 38
26156 6737 84
4413 26403 70
4405 7891 39
21040 1696 82
12987 568 92
20797 7934 62
7940 18003 33
27864 12002 32
4469 25223 80
29156 5084 15
12169 10016 52
6137 24025 72
3699 27986 62
873 10557 32
4136 6832 80
16984 18825 51
22241 11056 98
6569 28270 100
26336 12429 74
309 14374 100
24896 2748 60
9409 26435 47
4625 796 39
11031 21832 65
11097 11090 29
28672 15340 63
26374 16358 88
2909 21905 17
15058 20971 81
2497 4007 93
10510 5347 59
12115 7614 36
25715 24866 98
1476 9152 16
6775 5098 97
25001 26957 84
20864 27831 23
29202 15735 22
1643 8331 92
3546 27279 27
19089 15739 30
3560 15362 20
5800 28987 37
17270 11726 88
19089 15776 41
12724 26791 51
14724 23033 10
30 12718 36
16129 10555 96
14643 2249 44
678 23690 10
18920 13999 13
2347 27975 95
20884 13767 18
6750 13412 97
5454 25848 12
5203 17129 11
24325 23162 75
28335 29471 12
4329 7117 73
24130 18843 92
9701 8679 34
6008 4596 28
16995 8280 25
28218 15108 19
24038 7354 25
13537 766 48
12414 3106 77
14745 29944 31
19547 6159 24
26290 2278 19
13730 12699 51
16193 16701 94
17305 25907 75
23668 26007 20
11761 1559 20
9160 18327 17
18737 12758 66
26862 28605 90
10958 28780 83
25702 103 95
21420 4047 47
21338 26789 36
11057 9772 98
5580 6462 98
4428 21567 97
13281 22399 84
15927 20998 93
19991 1648 23
19946 18454 14
22238 17958 96
7440 14379 95
32 14643 70
8137 22960 54
138 6356 87
12351 1635 85
7804 4014 11
17026 12883 58
17047 10113 65
1679 15286 92
23537 12689 79
2677 18721 20
21193 21425 99
28424 4466 98
7006 695 25
3081 5237 93
12836 28198 11
5805 4531 20
26293 5479 13
24743 28156 44
3690 89 99
4967 28192 54
2903 27572 27
11597 12456 87
20607 12623 35
27673 26043 49
26961 7858 79
4468 28795 60
27475 443 49
7886 4212 18
19943 26433 37
19824 13233 80
28784 9972 86
4901 16262 75
29185 22086 15
3171 19390 10
17853 5335 29
20365 12646 72
23488 27055 21
26709 18951 50
7380 6038 63
26192 26561 79
5606 15865 73
20299 11292 82
20217 26479 79
6386 22867 95
10946 15423 98
20132 25502 62
12754 8210 79
22870 12320 29
3678 14392 90
2436 13536 64
23392 13779 25
6661 7104 62
12195 1360 59
3891 6526 26
24263 18926 56
4352 7347 67
2637 25957 64
23532 25763 54
862 28719 23
19987 3111 72
10085 9974 91
10817 21150 13
4673 2701 37
20010 16274 83
10412 25793 83
8187 1509 85
1859 8364 11
29034 13320 70
9469 8505 11
1613 9969 36
20993 22166 55
4584 5122 30
8722 5218 73
8697 23945 53
4961 15698 74
14586 3816 72
476 10111 21
2871 1772 29
22609 8949 68
23493 15514 84
10260 12446 74
18555 13802 73
5868 5954 46
16348 21279 20
16560 29600 45
2320 22139 67
2388 18244 63
7915 17569 96
1990 17969 98
4703 10730 76
18669 21413 18
28063 23346 86
27504 28401 53
25293 27185 74
28692 14145 91
4547 29247 97
11671 889 96
18356 5432 39
19053 23906 21
5248 22496 68
27221 3216 91
22221 14973 21
1321 6332 71
23280 27062 41
18036 20508 89
2096 11865 92
29079 8590 95
8658 15630 24
1606 29746 73
24225 10456 88
19892 18117 90
9119 5294 44
14093 23017 54
26857 20256 15
18751 4223 15
29765 2506 90
22240 6655 73
18493 23261 79
26782 7326 90
14419 10325 73
4157 16912 93
10399 7353 77
18929 19551 91
11646 2750 97
13946 7063 86
17485 5159 79
15569 25960 63
10555 11338 46
27832 173 25
22699 28926 28
16438 16198 75
4105 12875 98
6547 16426 89
2477 6010 43
27326 13560 59
17547 11955 63
6880 7282 55
27358 17752 46
14605 22791 33
22698 24272 21
9613 9562 43
5065 13932 84
17156 14597 22
26087 10700 45
3515 25247 62
7972 3775 62
15745 18195 23
3855 26695 99
17854 17691 61
19151 28100 28
28293 4849 53
22986 9365 62
1432 17392 76
28139 13021 45
9457 29093 67
3783 10410 47
7419 1862 87
15283 3932 27
13563 28411 49
29001 4853 91
11914 26401 79
3088 11612 37
23151 26530 19
7520 2970 51
2643 22156 25
26859 28353 99
23771 15497 18
11996 26593 86
19045 4897 83
24591 1710 95
19385 20781 52
10960 5642 58
2093 6495 94
2670 6726 98
21872 11726 79
8214 360 48
26043 5397 90
1054 20388 83
13624 27999 20
764 15157 94
5973 4977 37
12492 7174 22
16067 5444 14
13049 10399 76
22728 29482 20
19529 27271 58
7619 24826 18
1192 27605 90
3772 16986 25
457 23909 69
20381 22587 45
24800 11545 49
25353 18334 95
2148 27704 61
21282 22563 12
18813 17980 82
29887 28666 89
19976 27898 45
19818 27400 34
3949 1710 70
19354 12072 24
16277 23601 76
8537 7824 77
5282 26152 66
4768 1760 15
26520 27416 29
20186 22576 76
19575 6485 94
13116 15318 75
1598 5253 90
20872 10996 92
10893 9709 84
3815 6683 49
29618 22517 27
9293 26289 67
349 29196 46
29333 9083 72
5667 21305 54
20560 25801 28
22925 21230 37
24950 19470 17
29106 19342 29
14779 18130 55
11129 8268 31
7297 4481 66
29174 17923 66
27712 11837 92
21144 26744 10
5833 26908 96
18919 14935 18
26564 22049 70
29365 13158 48
27104 18273 60
19145 25026 61
13095 17075 87
23870 8990 36
8289 6377 93
8942 4034 15
11240 9889 79
27571 15614 66
7253 25410 76
19686 660 48
25923 7973 88
21312 8188 14
3761 29976 18
11017 16845 65
11557 25812 51
25961 16715 30
28814 13544 19
3024 25524 67
8964 20685 34
8268 8073 38
6165 1500 46
7007 25578 45
16182 15360 19
29245 27874 76
7016 4378 17
9029 3775 56
19325 19434 56
24565 11122 85
19026 25080 36
21844 15818 64
5820 20685 37
2157 29206 58
13243 16711 70
28929 6738 73
20413 7212 33
10346 11492 32
21693 13569 19
20947 27425 48
2297 23682 41
2173 5142 20
17537 18638 76
23659 21988 100
10998 13870 27
20839 25308 76
15658 4283 44
22054 19445 98
8561 25371 68
2656 28454 55
1263 11879 60
15911 20512 71
23636 18729 82
12054 20769 54
21851 18805 13
7303 3172 88
293 28244 85
19832 6977 33
5257 21278 100
19454 27507 65
4841 2851 54
13319 1602 86
22068 23154 38
17927 9923 70
15546 5569 96
29063 28261 60
4480 14192 28
12034 834 97
18032 11418 88
5297 21505 36
24318 5429 47
12250 25436 91
23898 26745 42
1740 16372 48
14453 22000 71
25026 22480 62
29733 19649 46
10754 8169 76
2337 18690 57
3320 7885 39
29775 7264 41
24528 17586 70
16107 25187 55
16933 23394 29
18906 27371 62
6015 8760 97
29304 23584 52
1801 17376 14
15774 3884 89
18038 2896 73
26828 27115 88
3209 15560 68
11124 26430 52
19996 26062 67
23271 18182 16
14868 22534 22
26231 5160 98
1135 15768 56
13767 20476 45
24732 22826 46
6645 1966 58
6345 22004 95
17862 28275 75
17202 11387 87
26376 2744 26
21635 22961 99
9168 17798 58
4643 24595 84
19628 11677 58
1859 11745 68
4840 5061 45
5966 8685 81
14519 23190 77
15731 8435 58
16753 27236 32
11994 10470 47
13554 8568 97
29523 21027 28
29360 1798 81
3157 24274 76
12088 6247 72
387 18133 64
18334 9994 59
12075 4314 59
1186 23448 85
15151 3080 15
28064 14788 62
23896 16884 46
29137 26829 91
7983 6545 88
26856 10589 59
7728 15267 54
8082 8732 89
1911 21230 47
2511 9451 28
18614 4020 19
23196 559 31
18786 71 48
5940 15847 46
4543 2310 22
18647 20996 61
15829 28342 35
26784 14088 21
20652 21408 93
25819 10246 88
12616 5482 77
8313 11443 57
24346 13814 12
13069 4896 10
21216 15962 32
7777 3831 31
11815 13568 23
10512 16686 81
27106 3277 30
658 22681 95
16305 13919 37
4653 4030 68
11896 2260 31
11569 21920 10
26138 13913 50
4844 13446 81
6357 8613 76
16451 15531 63
17742 10861 33
8023 27260 19
8006 16571 63
3201 551 86
28625 10534 77
744 17333 61
7358 10296 12
29654 3961 39
5893 12576 43
27772 15609 14
13202 18111 94
26003 25472 10
23227 11901 17
2136 15365 38
11355 18782 70
25226 14728 27
25764 28525 36
15812 13088 50
9334 4156 90
8823 4380 59
14849 16772 44
11765 13912 55
25261 24817 61
8016 7524 49
26818 9479 37
21913 24202 23
26606 10931 51
20812 10252 14
2555 29714 81
26873 18798 46
1236 29549 76
16572 2714 88
22636 21874 22
13350 26531 70
26733 25332 77
12534 20060 37
14815 22186 16
21561 1105 37
6950 14669 11
8451 16819 30
17100 5300 70
26948 19202 16
1341 18737 62
22012 3126 90
29740 12663 80
3942 5798 65
9478 4051 81
27657 23679 30
13968 9628 23
12180 336 26
269 13031 69
4723 10316 78
1953 26469 56
8047 8796 51
1984 13655 62
19356 5643 56
26783 6055 27
9583 26484 90
11997 12391 88
26481 10854 65
26816 5489 100
28158 17743 31
28777 28062 94
9791 5200 13
20086 16276 22
23284 2454 17
28802 21661 43
3768 14106 46
20025 6335 39
14768 27241 46
28996 25453 34
24056 3198 85
541 17365 13
6605 6706 73
26671 6827 14
20807 16700 22
1615 21221 16
6475 20879 89
18469 12069 92
15240 23775 79
22209 9280 60
23843 3431 98
12003 3622 37
17928 28068 37
1183 20863 83
1689 29164 94
19807 15971 99
12162 5388 86
20565 28446 38
20644 28388 98
22171 17300 99
22601 5277 32
11817 10524 61
19882 17869 59
11360 19630 53
20296 28596 35
7252 10382 96
15654 4682 62
27354 11298 15
15246 27770 31
22350 23031 29
16336 1705 94
4508 23021 27
26085 25735 56
16534 1943 52
24012 6766 47
20148 6191 19
14742 13582 82
10607 165 58
3319 10290 14
24878 21174 59
15740 5140 39
14975 4437 92
13888 4080 71
8324 21802 30
5027 13149 83
21320 22859 76
16854 6878 40
27121 13477 36
10797 3017 53
5887 5059 11
4704 1828 44
5487 10074 96
7767 3679 85
22367 5562 94
20294 3150 69
22233 7586 55
19849 21521 17
10671 5678 84
19554 21285 90
9211 16472 37
18583 17905 25
27841 29528 44
5480 3421 37
8595 16745 47
21525 21569 100
4615 17071 87
19303 28862 38
9917 9328 99
24592 25372 48
8155 8179 16
1397 16343 99
21393 28660 64
19602 25480 60
23982 16010 41
25905 22909 89
11318 2771 64
15566 26979 55
11859 15256 73
15483 15125 94
14957 19222 79
16355 495 74
16211 19 93
16283 29411 62
21333 10881 36
23862 9055 83
17983 25747 65
7770 6186 26
18153 7462 75
27455 28909 16
17120 11385 54
27314 19374 30
2068 3901 25
23305 23714 72
13696 27912 64
25972 14367 86
29212 16949 81
23759 23650 90
21034 2678 36
899 26205 64
18728 8127 12
8118 4085 26
27944 11691 16
26322 23659 25
11442 29326 90
23844 22327 16
21542 7984 86
22510 21442 69
24704 18910 100
2930 10850 87
21611 15157 20
22533 6573 29
29781 25597 99
14950 4624 66
5591 15656 17
4871 13312 16
29316 25524 88
21822 7357 21
2854 25497 62
18113 24131 77
23599 7101 39
3523 20243 19
6548 13171 52
2891 28288 83
16652 28095 81
7033 11978 11
9669 29349 40
20218 1418 51
28239 20932 22
25823 18185 34
13238 9171 78
6225 88 20
12337 23623 33
3909 18597 90
13436 17602 49
24658 26751 30
1339 8672 41
14522 1548 40
14171 22734 49
5670 5414 69
15530 11579 17
22158 3404 25
22998 1286 73
25114 21259 53
26667 28794 100
4453 17152 59
29896 16335 72
3105 20057 20
29747 19761 62
12624 3003 29
3492 20106 58
11808 27677 33
8026 4883 46
3785 23905 21
10535 20689 44
29618 1993 100
19987 16038 51
13845 16399 19
9013 17134 28
16273 1926 27
18066 23086 27
19002 28874 29
4489 13630 81
8810 8009 63
28952 6993 55
1805 21258 99
19128 5031 71
6811 10360 73
26977 21661 74
28929 21451 82
4207 10364 11
24191 20382 29
7401 7047 72
6778 17733 60
20057 27552 19
15122 28018 11
7384 12661 56
4187 9724 97
4509 19720 65
603 4474 49
26461 7509 78
21404 22621 15
24139 4795 52
27508 20641 49
13482 6261 39
25711 19489 43
15811 18795 64
16913 16927 62
8754 14597 40
2950 6601 56
19471 25870 58
15814 27209 70
311 7600 63
24008 1058 83
11591 23646 71
17287 4334 25
20708 19661 81
10284 12452 90
509 8566 69
16239 24708 39
20882 25075 78
10380 3906 86
8879 23248 25
19627 8472 79
12018 26246 70
18911 15150 47
8540 11495 11
26865 89 31
21667 27088 40
2672 29798 53
21957 6468 29
9555 27827 33
19646 14971 94
25375 14412 19
12045 26704 62
8498 13002 72
23540 19196 75
700 17949 48
29595 14244 84
8353 2773 29
29 18918 80
10777 14995 77
29104 24064 41
13827 22074 66
11312 12633 51
9909 4903 56
6300 2603 25
17778 1838 21
765 27410 19
8106 15532 40
12470 23950 43
20328 22945 71
10891 10669 32
811 1251 68
1828 27780 11
25498 11226 39
7289 16917 32
27781 27855 55
10828 10466 56
27841 21406 52
3344 10897 70
24436 16617 90
18154 196 12
24019 17909 82
23064 4348 58
20481 7652 42
9043 16200 23
8110 23126 74
17727 294 86
14337 28333 53
8254 10671 80
28483 2162 83
20645 19573 38
23968 28096 48
12270 2704 45
3656 28676 35
5942 1354 66
23828 4997 52
2886 21785 12
7928 23275 62
20731 24479 52
29531 16342 87
17709 11065 68
17854 25944 81
11191 18729 63
28180 8114 14
4469 22020 89
11095 4372 58
12437 19892 28
16592 7291 92
18252 17543 24
13227 14783 72
8963 29282 85
4145 3092 60
27486 1993 71
10745 9658 14
16230 3691 81
8537 17505 56
20386 22613 37
11877 20528 13
21219 4838 42
7884 289 38
14661 4837 37
8775 22460 91
14832 29425 21
26938 17782 96
27040 3485 60
24511 22841 82
18565 489 25
27157 24189 58
22477 25689 69
18282 13405 68
27727 24913 26
9466 27143 51
20693 25071 81
19823 2708 14
25298 23264 49
7296 29645 81
4809 11279 57
12547 22170 21
6221 22185 28
2357 26680 60
9980 24103 21
12282 17218 88
16683 13280 82
2470 27566 91
19093 7727 47
11658 14177 93
28305 5319 20
8770 29142 18
15376 14131 52
2553 10641 25
11029 12617 100
6686 3774 62
3449 15014 69
5925 25056 87
18550 9099 22
27210 20202 15
1961 29345 69
14714 17633 34
1764 23724 41
13748 9323 83
6772 16058 40
1910 21793 60
23730 5816 38
19921 10954 74
22505 1049 64
18665 220 25
16728 1149 76
24776 10179 69
29131 23680 59
14794 3963 10
13388 2542 66
8986 10231 82
19640 27930 70
4350 4195 93
3526 26402 65
22009 23919 37
12910 15941 17
1648 3332 26
16869 10562 92
4603 18432 42
11457 23019 90
27810 8838 43
24428 4261 48
9819 15725 70
29222 26719 41
19141 11807 63
1578 18244 66
14286 4457 97
6706 22659 80
25900 11756 60
24505 16353 79
6414 24989 27
27970 25048 85
6999 17218 16
3094 24428 78
27808 725 56
16343 13385 78
20437 25015 91
10234 29135 38
1891 14385 37
11271 6903 69
986 27452 79
5540 27794 13
16254 17065 51
3221 26583 17
10461 2089 92
4805 6597 19
20785 16396 23
14974 21279 96
11073 20128 54
15781 15040 19
23154 11354 51
6304 26097 81
17664 23101 82
9754 19236 90
1786 7021 97
6334 24932 96
14672 4770 41
10917 340 28
29566 18622 37
27640 5469 67
23595 4072 51
21450 1087 54
21375 22058 91
524 2048 99
23006 6548 12
28290 14964 43
11074 1983 64
27351 15812 96
3190 1393 31
17792 24402 26
18607 3483 60
691 8456 20
21414 11775 42
8333 24513 33
8524 20776 14
14529 575 61
23516 10124 22
18898 9883 77
14813 10480 35
28358 14691 69
24814 14220 74
4117 4512 50
20784 27784 44
18140 21132 44
17112 27505 70
11260 20551 38
16950 2187 35
21593 11040 12
4417 5102 34
10573 15518 56
5835 1441 52
4902 11518 76
18112 13727 15
22610 15718 94
5275 10976 74
15233 10935 69
12442 20289 85
27446 613 84
251 1350 90
12595 29610 49
16051 4525 52
24669 8973 41
25115 20806 89
21673 1265 71
7015 6299 27
21573 19642 85
10358 21458 90
28005 21949 26
14451 8937 23
5338 17504 13
27155 20191 69
10175 16262 48
9779 25345 26
3226 23708 63
16185 7843 12
8670 6566 12
10186 24588 30
9935 18625 58
25237 9074 13
22708 5213 53
8530 6342 73
15543 4470 41
12975 16851 38
8592 9339 25
4095 15482 63
131 7653 58
28751 486 76
469 11135 55
25977 23743 95
4115 2933 53
1714 25306 97
17879 23264 74
3565 29190 56
19986 4460 21
5719 17078 94
1572 9586 38
28246 27673 38
2127 5156 57
16806 17127 75
6611 21209 37
5860 4411 78
10245 18758 52
19444 8101 59
19966 6385 30
15602 11231 30
2206 2884 43
23671 26340 14
9298 15260 21
22815 3324 70
17903 2776 18
7678 5001 25
29413 11026 64
7948 20942 68
17818 7384 93
21604 4673 52
1257 22836 14
7099 9376 12
16152 779 11
12250 14307 38
11475 4812 39
20515 21208 43
29395 11715 75
13529 9364 46
22123 17730 49
3664 21077 44
9791 8152 78
3345 337 30
11556 25780 48
2502 3452 45
22923 5405 69
21716 7560 67
4692 13599 70
3812 5132 93
24010 7144 90
2820 21070 53
4472 4720 44
14945 1801 50
23080 7427 47
24242 3602 65
22112 10666 72
18983 18101 32
6769 28335 86
28489 3552 25
17285 12218 96
776 1534 37
17077 5765 58
16034 21296 14
11417 13931 80
6808 1613 61
908 28435 44
19852 17312 89
5679 27597 89
25872 12487 33
25468 18016 44
10706 3009 71
23658 4502 82
21811 8631 87
19897 13004 76
5021 6016 21
29213 15417 56
5783 24129 71
27639 1806 56
22326 16540 72
5759 10124 95
13753 28027 72
6326 4278 10
13457 915 68
29709 9939 49
21609 6480 96
307 6535 43
5059 15047 71
24406 17160 53
24783 27235 47
3208 799 77
27211 28112 50
3171 20664 36
24293 16569 80
21609 28987 23
2050 1312 44
25382 17694 32
23318 14437 52
13319 13334 24
25836 16330 25
17371 21754 66
28189 23211 48
1127 6718 69
26405 27618 59
8446 29881 56
15218 10367 87
23916 11603 78
15103 21814 37
5901 24858 45
9386 16419 74
29221 316 51
19229 23981 43
15619 29492 15
7189 8339 14
16554 23951 51
2133 26129 41
22135 10514 40
22863 3594 25
24187 18250 99
2743 12941 45
14297 13310 79
2235 6872 80
19513 26489 59
17390 23283 91
